,median,lower,upper,cases,one,hl0.0,hl0.5,hl1.5,hl2.0,hl2.5,hl3.0,hl3.5,hl4.0
2020-09-27,1.1623246492985972,1.0821643286573146,1.2424849699398797,4799.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-28,1.1422845691382766,1.0420841683366733,1.222444889779559,4843.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-29,1.0220440881763526,0.9418837675350701,1.122244488977956,4733.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-09-30,0.9418837675350701,0.8617234468937875,1.0420841683366733,4662.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-01,0.9018036072144289,0.8216432865731462,0.9819639278557114,4584.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-02,0.9218436873747494,0.8416833667334669,1.0220440881763526,4541.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-03,0.9619238476953907,0.8617234468937875,1.0420841683366733,4545.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-04,1.002004008016032,0.9218436873747494,1.0821643286573146,4585.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-05,,,,7179.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-06,,,,7970.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
2020-10-07,,,,8494.0,1,0.0,0.5,1.5,2.0,2.5,3.0,3.5,4.0
