,median,lower,upper,cases,one,hl-1.0,hl0.0,hl2.0,hl3.0,hl4.0,hl5.0
2020-07-27,1.1422845691382766,0.3607214428857715,1.8837675350701402,58.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-28,0.8416833667334669,0.1402805611222445,1.6032064128256511,54.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-29,0.6212424849699398,0.04008016032064128,1.3827655310621243,47.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-30,0.5811623246492986,0.04008016032064128,1.3627254509018036,44.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-07-31,0.4008016032064128,0.02004008016032064,1.1623246492985972,34.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-01,0.4609218436873747,0.02004008016032064,1.282565130260521,31.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-02,0.501002004008016,0.02004008016032064,1.4028056112224447,31.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-03,0.8617234468937875,0.08016032064128256,1.8637274549098195,31.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-04,0.9018036072144289,0.1002004008016032,1.9238476953907815,29.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-05,1.062124248496994,0.1402805611222445,2.064128256513026,32.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-06,1.002004008016032,0.12024048096192384,2.024048096192385,31.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-07,1.1623246492985972,0.2004008016032064,2.164328657314629,32.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-08,1.062124248496994,0.16032064128256512,2.0440881763527052,33.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-09,1.1623246492985972,0.2004008016032064,2.1442885771543083,34.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-10,1.1022044088176353,0.18036072144288576,2.0841683366733466,34.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-11,1.1422845691382766,0.22044088176352705,2.1042084168336674,36.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-12,1.1823647294589177,0.2605210420841683,2.1442885771543083,38.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-13,1.6232464929859718,0.6813627254509018,2.5250501002004007,48.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-14,2.064128256513026,1.2024048096192383,2.8657314629258517,64.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-15,2.7254509018036073,2.004008016032064,3.406813627254509,97.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-16,2.6452905811623246,2.024048096192385,3.226452905811623,126.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-17,2.50501002004008,1.9639278557114228,3.006012024048096,160.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-18,2.1843687374749496,1.723446893787575,2.6452905811623246,196.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-19,2.004008016032064,1.56312625250501,2.4048096192384767,228.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-20,1.8036072144288577,1.4028056112224447,2.1843687374749496,257.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-21,1.6032064128256511,1.222444889779559,1.9639278557114228,279.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-22,1.4629258517034067,1.1022044088176353,1.8036072144288577,298.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-23,1.3226452905811623,0.9819639278557114,1.6633266533066131,311.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-24,1.222444889779559,0.8817635270541082,1.5430861723446894,317.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-25,1.1022044088176353,0.781563126252505,1.442885771543086,318.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-26,1.122244488977956,0.781563126252505,1.442885771543086,332.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-27,1.122244488977956,0.781563126252505,1.442885771543086,339.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-28,1.122244488977956,0.8016032064128256,1.442885771543086,342.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-29,1.0220440881763526,0.7014028056112224,1.342685370741483,336.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-30,0.9819639278557114,0.6613226452905812,1.3026052104208417,335.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-08-31,0.9018036072144289,0.5811623246492986,1.222444889779559,323.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-01,0.8416833667334669,0.5210420841683366,1.1623246492985972,307.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-02,0.6613226452905812,0.32064128256513025,1.002004008016032,275.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-03,0.561122244488978,0.22044088176352705,0.9218436873747494,251.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-04,0.501002004008016,0.1402805611222445,0.8617234468937875,230.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-05,0.5410821643286573,0.16032064128256512,0.9218436873747494,212.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-06,0.5410821643286573,0.1402805611222445,0.9418837675350701,193.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-07,0.5410821643286573,0.1402805611222445,0.9619238476953907,177.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-08,0.5210420841683366,0.1002004008016032,0.9619238476953907,161.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-09,0.6012024048096192,0.16032064128256512,1.062124248496994,154.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-10,0.721442885771543,0.24048096192384769,1.1823647294589177,151.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-11,0.8617234468937875,0.3807615230460922,1.3226452905811623,149.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-12,0.9018036072144289,0.42084168336673344,1.3827655310621243,146.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-13,0.9218436873747494,0.42084168336673344,1.3827655310621243,144.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-14,0.8617234468937875,0.3607214428857715,1.342685370741483,138.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-15,0.8016032064128256,0.3006012024048096,1.282565130260521,130.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-16,0.781563126252505,0.2605210420841683,1.282565130260521,127.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-17,0.781563126252505,0.2605210420841683,1.3026052104208417,122.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-18,0.8617234468937875,0.32064128256513025,1.3827655310621243,120.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-19,0.8617234468937875,0.3006012024048096,1.3827655310621243,117.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-20,0.8416833667334669,0.3006012024048096,1.3827655310621243,112.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-21,0.7615230460921844,0.2004008016032064,1.3026052104208417,104.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-22,0.7014028056112224,0.1402805611222445,1.2625250501002003,98.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-23,0.7014028056112224,0.1402805611222445,1.2625250501002003,94.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
2020-09-24,0.8016032064128256,0.2004008016032064,1.3827655310621243,93.0,1,-1.0,0.0,2.0,3.0,4.0,5.0
